ID,R%,Dipole,HOMO,LUMO,HOMO/LUMO,electronegativity,hardness,electrophilicity,BL6 & 17,BL6 & 18,BL7 & 8,BL7 & 9,BL11 & 10,BL2 & 16,BL3 & 7,"BA17, 6, & 18","BA8, 7, & 9","BA3, 7, & 6","BA3, 7, & 9","BA3, 7, & 8","BA16, 11, & 10","BA12, 11, & 10","BA3, 2, & 16","BA5, 6, & 7","DA1, 2, 16 & 11",BO6 & 17,BO6 & 18,BO7 & 8,BO7 & 9,BO11 & 10,BO2 & 16,BO3 & 7,charge1,charge2,charge3,charge4,charge5,charge6,charge7,charge8,charge9,charge10,charge11,charge12,charge13,charge14,charge15,charge16,charge17,charge18,core1,core2,core3,core4,core5,core6,core7,core8,core9,core10,core11,core12,core13,core14,core15,core16,core17,core18,valence1,valence2,valence3,valence4,valence5,valence6,valence7,valence8,valence9,valence10,valence11,valence12,valence13,valence14,valence15,valence16,valence17,valence18,Rydberg1,Rydberg2,Rydberg3,Rydberg4,Rydberg5,Rydberg6,Rydberg7,Rydberg8,Rydberg9,Rydberg10,Rydberg11,Rydberg12,Rydberg13,Rydberg14,Rydberg15,Rydberg16,Rydberg17,Rydberg18,total1,total2,total3,total4,total5,total6,total7,total8,total9,total10,total11,total12,total13,total14,total15,total16,total17,total18,NMR1,NMR2,NMR3,NMR4,NMR5,NMR6,NMR7,NMR8,NMR9,NMR10,NMR11,NMR12,NMR13,NMR14,NMR15,NMR16,NMR17,NMR18,L 6 & 17,B1 6 & 17,B5 6 & 17,L 6 & 18,B1 6 & 18,B5 6 & 18,L 7 & 8,B1 7 & 8,B5 7 & 8,L 2 & 16,B1 2 & 16,B5 2 & 16,BV9
V45,1,3.9778,-0.15675,-0.0342,-0.12255,0.09548,0.06127,0.07438,1.5228,1.1012,1.9217,2.2191,1.3801,1.495,1.8497,108.6419,116.2655,86.0182,121.6573,103.8922,119.7326,118.1384,123.0204,107.4365,107.1881,1.0154,0.8872,0.8243,0.6299,0.9531,0.9985,0.8724,-0.24015,-0.01118,-0.4012,0.33509,-0.53882,-0.20848,0.91172,-0.33687,-0.10666,-0.55604,0.35707,-0.33665,0.35359,-0.40722,0.36526,-0.15655,-0.47577,0.24248,1.99888,1.9988,1.99869,1.99853,1.99968,1.99901,9.99841,1.99902,35.99033,1.99967,1.9985,1.99878,1.99862,1.99885,1.99858,1.99869,1.99912,0,4.22798,3.9913,4.37759,3.64095,6.52552,4.1823,4.02508,4.31852,10.10951,6.54443,3.6215,4.32299,3.62504,4.39786,3.6142,4.14062,4.46414,0.75474,0.01329,0.02108,0.02492,0.02543,0.01362,0.02717,0.06479,0.01933,0.00682,0.01193,0.02293,0.01489,0.02275,0.0105,0.02196,0.01723,0.01251,0.00278,6.24015,6.01118,6.4012,5.66491,8.53882,6.20848,14.08828,6.33687,46.10666,8.55604,5.64293,6.33665,5.64641,6.40722,5.63474,6.15655,6.47577,0.75752,70.9409,55.658,67.0361,33.8288,181.9214,98.4182,311.1039,148.5519,109.4762,262.561,36.0474,90.8236,37.5875,105.2652,39.4303,75.8962,164.5471,27.6723,4.694,1.7,3.258,2.591,1.09,1.09,5.136,2.836,3.286,10.075,1.867,5.446,0.382
V46,1,2.9072,-0.15736,-0.03597,-0.12139,0.09667,0.06069,0.07698,1.5229,1.1012,1.9212,2.22,1.381,1.495,1.85,108.6407,116.2604,86.0666,122.0228,103.8629,120.1735,117.2289,123.0895,107.4659,107.8486,1.0153,0.8873,0.825,0.6309,0.9521,0.9992,0.8727,-0.24045,-0.012,-0.40146,0.33507,-0.53862,-0.20851,0.91379,-0.33695,-0.11185,-0.55695,0.36329,-0.38067,0.356,-0.37055,0.36066,-0.15725,-0.47572,0.2422,1.99888,1.9988,1.99869,1.99853,1.99968,1.99901,9.99842,1.99902,35.99034,1.99968,1.9985,1.99879,1.99862,1.99884,1.99858,1.99869,1.99912,0,4.22824,3.9922,4.37792,3.64099,6.52532,4.18235,4.02318,4.31866,10.11473,6.54543,3.61502,4.36935,3.62204,4.3588,3.61898,4.14146,4.46408,0.75501,0.01333,0.021,0.02486,0.02542,0.01363,0.02714,0.06461,0.01927,0.00678,0.01185,0.02319,0.01253,0.02335,0.01291,0.02178,0.01709,0.01252,0.00278,6.24045,6.012,6.40146,5.66493,8.53862,6.20851,14.08621,6.33695,46.11185,8.55695,5.63671,6.38067,5.644,6.37055,5.63934,6.15725,6.47572,0.7578,70.7296,55.7162,67.142,33.7895,181.7871,98.4959,309.9761,148.4483,110.5306,261.1073,36.0285,96.8466,38.4078,98.8413,39.0793,76.2237,164.5454,27.6682,4.694,1.7,3.258,2.591,1.09,1.09,5.134,2.836,3.286,10.066,2.475,5.451,0.379
V47,1,3.6605,-0.15772,-0.03509,-0.12263,0.09641,0.06131,0.07579,1.5228,1.1012,1.9214,2.219,1.3804,1.4956,1.8504,108.6507,116.139,85.9861,121.71,103.9201,119.7816,118.1983,123.1125,107.4293,106.9871,1.0155,0.8873,0.825,0.6294,0.9525,0.9978,0.8715,-0.24008,-0.01304,-0.40013,0.33563,-0.53849,-0.20846,0.91103,-0.33684,-0.1048,-0.55547,0.35206,-0.33373,0.33425,-0.36445,0.35471,-0.13945,-0.47591,0.24242,1.99888,1.9988,1.99868,1.99853,1.99968,1.99901,9.99842,1.99902,35.99034,1.99967,1.99849,1.99875,1.99858,1.99881,1.99857,1.9987,1.99912,0,4.22794,3.99319,4.3765,3.6404,6.52518,4.18229,4.02581,4.31852,10.10768,6.54384,3.62653,4.32027,3.64223,4.35279,3.62499,4.12361,4.46426,0.7548,0.01326,0.02105,0.02494,0.02544,0.01363,0.02716,0.06475,0.0193,0.00677,0.01196,0.02292,0.01471,0.02495,0.01285,0.02174,0.01715,0.01253,0.00278,6.24008,6.01304,6.40013,5.66437,8.53849,6.20846,14.08897,6.33684,46.1048,8.55547,5.64794,6.33373,5.66575,6.36445,5.64529,6.13945,6.47591,0.75758,71.3494,55.8092,67.1482,33.7734,181.4828,98.3134,311.0507,148.3864,109.309,262.2222,36.5936,81.8174,40.0229,90.155,39.9462,71.9737,164.5393,27.672,4.694,1.7,3.258,2.591,1.09,1.09,5.136,2.836,3.286,10.148,1.737,5.45,0.381
v48,1,2.6765,-0.1635,-0.04217,-0.12133,0.10284,0.06067,0.08716,1.1014,1.5229,1.9213,2.2281,1.3608,1.4942,1.8479,108.6621,114.1447,86.1194,124.1759,104.0825,115.356,123.1545,122.7223,107.2815,105.11,0.887,1.0151,0.8273,0.6364,1.017,0.9972,0.8791,-0.22922,-0.00418,-0.40268,0.33415,-0.53918,-0.20634,0.92046,-0.33588,-0.13824,-0.51271,0.37871,-0.38111,0.35543,-0.42164,0.36889,-0.16167,0.24163,-0.4755,1.99888,1.9988,1.99868,1.99852,1.99968,1.99901,9.9984,1.99902,35.99047,1.99965,1.99856,1.99883,1.99862,1.99885,1.99857,1.99873,0,1.99912,4.21708,3.98431,4.3799,3.64198,6.52591,4.18039,4.01797,4.31766,10.14147,6.50157,3.6005,4.3691,3.62276,4.4123,3.6105,4.14506,0.75555,4.46384,0.01326,0.02106,0.0241,0.02534,0.0136,0.02694,0.06317,0.01921,0.0063,0.01149,0.02223,0.01318,0.02319,0.01049,0.02204,0.01788,0.00282,0.01254,6.22922,6.00418,6.40268,5.66585,8.53918,6.20634,14.07954,6.33588,46.13824,8.51271,5.62129,6.38111,5.64457,6.42164,5.63111,6.16167,0.75837,6.4755,70.4923,55.1334,67.8599,34.0575,182.7545,98.8433,307.2224,148.1484,117.4768,228.0499,38.4118,102.3779,40.3209,108.5912,39.9286,81.3508,27.7281,164.4324,2.591,1.09,1.09,4.693,1.7,3.258,5.13,2.836,3.286,10.744,1.95,5.441,0.395
v49,1,1.1195,-0.17321,-0.05824,-0.11497,0.11572,0.05749,0.11648,1.5454,1.0951,1.914,2.3132,1.4561,1.5018,1.8448,108.1794,122.3873,89.2399,105.1872,107.637,121.762,117.9396,123.4478,107.8171,113.7042,0.9934,0.8991,0.8395,0.48,1.1545,1.0021,0.8909,-0.25035,-0.02855,-0.41272,0.34384,-0.5327,-0.18271,0.88583,-0.33077,0.07151,-0.28255,-0.0294,-0.0494,-0.17944,-0.05663,-0.04762,-0.01102,-0.27384,0.23508,1.99888,1.99882,1.99867,1.99851,1.99967,1.99895,9.99798,1.99902,35.98842,1.99895,1.99878,1.99884,1.99888,1.99887,1.99884,1.99881,1.99902,0,4.23782,4.0103,4.39132,3.63286,6.51947,4.15732,4.05764,4.31412,9.93231,4.26606,4.01615,4.03603,4.16814,4.04358,4.03515,3.99652,4.25875,0.76243,0.01365,0.01943,0.02274,0.02479,0.01356,0.02645,0.05854,0.01763,0.00776,0.01754,0.01447,0.01453,0.01242,0.01418,0.01363,0.01569,0.01607,0.00249,6.25035,6.02855,6.41272,5.65616,8.5327,6.18271,14.11417,6.33077,45.92849,6.28255,6.0294,6.0494,6.17944,6.05663,6.04762,6.01102,6.27384,0.76492,69.7975,52.3403,70.403,32.9993,185.4752,101.8186,318.5179,151.2361,-19.2768,108.3249,68.08,64.2451,69.2055,64.9275,64.303,60.7027,141.0251,27.5631,5.756,2.034,4.544,2.585,1.09,1.09,5.098,2.849,3.294,6.934,2.777,7.376,0.575
V50,1,3.0703,-0.15043,-0.02931,-0.12112,0.08987,0.06056,0.06668,1.5299,1.0981,1.9226,2.2202,1.3799,1.4953,1.8498,108.4419,116.1229,86.0611,121.6071,103.726,119.8522,118.0137,122.9959,107.2801,107.0974,1.001,0.8838,0.8237,0.6298,0.9536,0.998,0.8724,-0.24316,-0.01324,-0.40088,0.33775,-0.53124,-0.19864,0.91061,-0.33606,-0.11403,-0.5551,0.3578,-0.33623,0.34905,-0.40854,0.36543,-0.15385,-0.48861,0.25195,1.99888,1.9988,1.99869,1.99853,1.99968,1.99901,9.99841,1.99902,35.99035,1.99967,1.9985,1.99878,1.99861,1.99885,1.99858,1.99869,1.99908,0,4.23097,3.99343,4.37738,3.63809,6.51761,4.17298,4.02675,4.31773,10.11685,6.54347,3.62072,4.32244,3.6295,4.39909,3.614,4.13791,4.47302,0.74524,0.01331,0.02102,0.02482,0.02563,0.01396,0.02666,0.06423,0.01931,0.00683,0.01196,0.02298,0.01502,0.02284,0.0106,0.022,0.01725,0.0165,0.00281,6.24316,6.01324,6.40088,5.66225,8.53124,6.19864,14.08939,6.33606,46.11403,8.5551,5.6422,6.33623,5.65095,6.40854,5.63457,6.15385,6.48861,0.74805,71.6105,56.0055,66.7679,33.3407,178.9675,100.0778,313.2109,148.5889,109.7893,262.2639,35.9618,90.6259,37.6979,105.787,39.3791,75.4868,164.8794,27.3404,6.581,1.7,7.995,2.588,1.09,1.09,5.136,2.833,3.287,8.993,1.778,5.446,0.383
V51,1,3.9958,-0.15739,-0.0347,-0.12269,0.09605,0.06134,0.07519,1.524,1.0989,1.9225,2.2191,1.38,1.4951,1.8493,109.5189,116.1939,86.0034,121.7579,103.7394,119.7233,118.1486,123.0011,107.1042,107.2185,1.0171,0.8864,0.8242,0.6304,0.9534,0.9984,0.8712,-0.23956,-0.0112,-0.40116,0.33436,-0.54091,-0.20142,0.91325,-0.3367,-0.10793,-0.5558,0.3575,-0.33655,0.35019,-0.40819,0.3656,-0.15585,-0.47657,0.24368,1.99888,1.9988,1.99868,1.99852,1.99968,1.99899,9.99843,1.99902,35.99029,1.99967,1.9985,1.99878,1.99861,1.99885,1.99858,1.99869,1.99908,0,4.2274,3.99131,4.37752,3.64168,6.52739,4.17499,4.02392,4.31836,10.11078,6.54419,3.62105,4.32279,3.62834,4.39874,3.61383,4.13993,4.46095,0.75365,0.01329,0.02109,0.02495,0.02544,0.01384,0.02744,0.0644,0.01931,0.00686,0.01194,0.02295,0.01498,0.02286,0.0106,0.02199,0.01723,0.01654,0.00268,6.23956,6.0112,6.40116,5.66564,8.54091,6.20142,14.08675,6.3367,46.10793,8.5558,5.6425,6.33655,5.64981,6.40819,5.6344,6.15585,6.47657,0.75632,70.8483,55.797,67.4262,33.4981,180.5233,101.5468,306.6699,148.343,110.4834,262.5263,35.9991,90.6424,37.4774,105.6692,39.3749,75.779,147.7949,27.344,5.855,1.7,4.497,2.589,1.09,1.09,5.137,2.836,3.284,8.992,1.771,5.446,0.382
V52,1,3.9717,-0.15682,-0.03432,-0.1225,0.09557,0.06125,0.07456,1.5241,1.0989,1.9133,2.2192,1.38,1.4951,1.8504,109.5079,116.0114,85.9254,121.8552,103.7485,119.7659,118.0936,123.0165,107.0517,107.659,1.0169,0.8864,0.8264,0.6296,0.9534,0.9989,0.8701,-0.23952,-0.01173,-0.39966,0.33421,-0.54095,-0.20076,0.93211,-0.34915,-0.11201,-0.55572,0.35767,-0.33617,0.3502,-0.4083,0.36543,-0.15553,-0.47655,0.24373,1.99888,1.9988,1.99868,1.99852,1.99968,1.99899,9.99843,1.99899,35.99028,1.99967,1.9985,1.99878,1.99861,1.99885,1.99858,1.99869,1.99908,0,4.22736,3.99193,4.37611,3.64186,6.52746,4.17449,4.00639,4.32818,10.11474,6.54411,3.62088,4.3224,3.62834,4.39885,3.61398,4.13967,4.46094,0.75366,0.01329,0.021,0.02486,0.02541,0.01381,0.02728,0.06306,0.02198,0.00699,0.01194,0.02295,0.01499,0.02285,0.0106,0.02201,0.01716,0.01653,0.00261,6.23952,6.01173,6.39966,5.66579,8.54095,6.20076,14.06789,6.34915,46.11201,8.55572,5.64233,6.33617,5.6498,6.4083,5.63457,6.15553,6.47655,0.75627,70.8101,55.756,68.7865,33.3667,178.4091,101.2499,308.0437,143.8236,112.7893,262.464,36.0063,90.6208,37.5027,105.7197,39.3867,75.7314,147.6868,27.4152,5.856,1.7,4.495,2.589,1.09,1.09,7.165,3.197,3.778,8.993,1.77,5.446,0.383
V53,1,3.9265,-0.15662,-0.03448,-0.12214,0.09555,0.06107,0.07475,1.524,1.099,1.9148,2.2196,1.3801,1.4948,1.8512,109.4856,115.8636,85.8425,122.0371,103.9916,119.7915,118.0481,123.181,107.0302,108.7898,1.0169,0.8864,0.8249,0.6277,0.9529,1.0007,0.8698,-0.23879,-0.01206,-0.39967,0.33408,-0.54106,-0.20062,0.93148,-0.34034,-0.11106,-0.55621,0.35749,-0.33609,0.35017,-0.40779,0.36568,-0.15546,-0.47668,0.24354,1.99888,1.9988,1.99869,1.99852,1.99968,1.99899,9.99844,1.99898,35.99028,1.99967,1.9985,1.99878,1.99861,1.99885,1.99858,1.99869,1.99908,0,4.22662,3.99235,4.37615,3.64198,6.52757,4.17429,4.00714,4.31888,10.11376,6.54458,3.62109,4.32233,3.62836,4.3983,3.61367,4.13968,4.46105,0.75384,0.01329,0.02091,0.02484,0.02542,0.01381,0.02733,0.06295,0.02247,0.00702,0.01196,0.02292,0.01499,0.02285,0.01064,0.02208,0.01708,0.01655,0.00262,6.23879,6.01206,6.39967,5.66592,8.54106,6.20062,14.06852,6.34034,46.11106,8.55621,5.64251,6.33609,5.64983,6.40779,5.63432,6.15546,6.47668,0.75646,70.7347,55.8058,68.7902,33.2684,178.3807,101.1922,307.9122,142.9697,111.3363,262.1811,35.9984,90.5609,37.5436,105.4743,39.211,75.7668,147.5033,27.3896,5.857,1.7,4.494,2.589,1.09,1.09,7.328,3.251,4.812,8.992,1.743,5.443,0.384
V54,1,4.3023,-0.15818,-0.03484,-0.12334,0.09651,0.06167,0.07552,1.0925,1.096,1.9179,2.2157,1.3799,1.4956,1.8411,108.9228,116.8814,87.016,121.5594,105.2643,119.5896,118.2787,122.8595,109.1977,104.8284,0.9172,0.909,0.8221,0.6319,0.9536,0.9954,0.8791,-0.23952,-0.00077,-0.41102,0.3445,-0.52616,-0.41209,0.89866,-0.33598,-0.10003,-0.55566,0.35696,-0.33704,0.34961,-0.40817,0.3643,-0.15467,0.23379,0.23731,1.99884,1.9988,1.99866,1.9985,1.99969,1.9992,9.99843,1.99903,35.99046,1.99967,1.9985,1.99878,1.99861,1.99885,1.99857,1.99869,0,0,4.22861,3.98041,4.38802,3.63143,6.51354,4.39037,4.03636,4.31752,10.10291,6.54408,3.62164,4.32333,3.62891,4.39873,3.61518,4.13854,0.76482,0.76098,0.01207,0.02156,0.02434,0.02556,0.01293,0.02252,0.06656,0.01943,0.00666,0.01191,0.0229,0.01492,0.02287,0.01059,0.02195,0.01744,0.00138,0.00171,6.23952,6.00077,6.41102,5.6555,8.52616,6.41209,14.10134,6.33598,46.10003,8.55566,5.64304,6.33704,5.65039,6.40817,5.6357,6.15467,0.76621,0.76269,74.2388,56.0505,70.725,34.0793,199.913,117.8241,320.6339,149.9986,106.2755,263.1402,36.0923,90.8111,37.6003,105.7263,39.03,75.505,27.8263,28.0259,2.582,1.09,1.09,2.586,1.09,1.09,5.113,2.851,3.289,8.991,1.766,5.446,0.371
V55,1,3.7168,-0.15654,-0.03333,-0.12321,0.09494,0.06161,0.07315,1.0923,1.0957,1.9184,2.2161,1.3796,1.4959,1.8374,108.9853,116.6152,87.039,121.5725,105.635,119.5015,118.4101,122.669,109.1261,104.1498,0.9174,0.9092,0.8198,0.6345,0.9543,0.9939,0.8823,-0.28271,0.00387,-0.43939,0.35688,-0.52547,-0.4127,0.90406,-0.3371,-0.10455,-0.5555,0.35775,-0.33749,0.34977,-0.40814,0.36531,-0.15462,0.23371,0.23789,1.99882,1.99881,1.99867,1.99852,1.99968,1.99919,9.99843,1.99903,35.99045,1.99967,1.9985,1.99878,1.99862,1.99885,1.99857,1.99869,0,0,4.27006,3.97597,4.41646,3.61906,6.51288,4.39105,4.03061,4.31852,10.10742,6.54392,3.62085,4.32382,3.62875,4.3987,3.61414,4.1385,0.7649,0.76044,0.01383,0.02135,0.02426,0.02554,0.01291,0.02246,0.0669,0.01955,0.00668,0.0119,0.0229,0.0149,0.02286,0.01058,0.02197,0.01742,0.00139,0.00167,6.28271,5.99613,6.43939,5.64312,8.52547,6.4127,14.09594,6.3371,46.10455,8.5555,5.64225,6.33749,5.65023,6.40814,5.63469,6.15462,0.76629,0.76211,81.2784,55.1249,77.8242,32.5887,196.5155,117.3814,320.2659,150.0682,106.483,263.1742,36.1168,90.9442,37.5789,105.7978,39.223,75.913,27.8417,28.0268,2.582,1.09,1.09,2.586,1.09,1.09,5.113,2.851,3.289,8.991,1.763,5.445,0.371
V56,1,5.0889,-0.17226,-0.04942,-0.12284,0.11084,0.06142,0.10001,1.0921,1.0958,1.918,2.2218,1.3609,1.4936,1.8448,108.9717,115.1704,87.0509,123.9225,105.1971,115.2769,123.3544,122.7868,109.1085,103.0254,0.9158,0.9081,0.8275,0.6314,1.0171,0.9954,0.8785,-0.2053,0.00566,-0.39332,0.34157,-0.52134,-0.41242,0.90232,-0.33413,-0.11619,-0.51415,0.37815,-0.38232,0.36186,-0.42128,0.36937,-0.16921,0.2369,0.23928,1.99884,1.99881,1.99868,1.99851,1.99968,1.99919,9.99843,1.99902,35.99056,1.99965,1.99856,1.99883,1.99862,1.99885,1.99857,1.99873,0,0,4.19239,3.97404,4.37077,3.63463,6.50858,4.39089,4.03398,4.31587,10.11935,6.50307,3.60108,4.3703,3.61636,4.41175,3.61006,4.15261,0.76176,0.75902,0.01406,0.02149,0.02388,0.02528,0.01308,0.02234,0.06527,0.01924,0.00628,0.01143,0.02221,0.0132,0.02315,0.01069,0.022,0.01787,0.00133,0.0017,6.2053,5.99434,6.39332,5.65843,8.52134,6.41242,14.09768,6.33413,46.11619,8.51415,5.62185,6.38232,5.63814,6.42128,5.63063,6.16921,0.7631,0.76072,72.2332,53.78,65.6232,34.3969,197.3739,118.0966,318.8555,149.2856,112.8457,228.5643,38.8303,102.3076,36.9272,109.249,39.4798,82.874,27.7952,28.0238,2.582,1.09,1.09,2.586,1.09,1.09,5.111,2.852,3.291,8.984,1.907,5.438,0.384
V57,1,4.2141,-0.15985,-0.03805,-0.1218,0.09895,0.0609,0.08039,1.0924,1.0958,1.9183,2.2153,1.3795,1.4953,1.8417,108.9419,116.9624,87.0355,121.5364,105.1831,119.5359,118.3731,122.8674,109.1884,105.0751,0.9169,0.9088,0.8221,0.6296,0.9544,0.9957,0.8787,-0.22524,-0.00404,-0.40752,0.34352,-0.52429,-0.41276,0.89774,-0.33569,-0.09636,-0.55618,0.35776,-0.33696,0.35047,-0.40812,0.36484,-0.15606,0.23449,0.23796,1.99885,1.9988,1.99868,1.99851,1.99968,1.99919,9.99843,1.99903,35.99044,1.99967,1.9985,1.99878,1.99862,1.99885,1.99857,1.99869,0,0,4.21436,3.98381,4.3845,3.63258,6.51163,4.39106,4.03709,4.31723,10.09925,6.54461,3.62084,4.32327,3.62804,4.39868,3.61462,4.13997,0.76413,0.76036,0.01203,0.02143,0.02434,0.02539,0.01298,0.02251,0.06674,0.01944,0.00667,0.01189,0.0229,0.01491,0.02288,0.01059,0.02196,0.0174,0.00139,0.00169,6.22524,6.00404,6.40752,5.65648,8.52429,6.41276,14.10226,6.33569,46.09636,8.55618,5.64224,6.33696,5.64953,6.40812,5.63516,6.15606,0.76551,0.76204,71.2872,55.3608,69.7573,33.3911,198.623,117.8141,320.3297,149.8379,105.4266,262.958,36.0204,90.7243,37.4416,105.7096,39.0749,75.8042,27.7855,27.9831,2.582,1.09,1.09,2.586,1.09,1.09,5.114,2.851,3.289,8.99,1.764,5.446,0.372
V58,1,4.6578,-0.15616,-0.03465,-0.12151,0.0954,0.06075,0.07491,1.0998,1.5296,1.9222,2.2194,1.3824,1.4939,1.8493,108.5893,116.3428,85.9079,122.014,103.8036,120.0243,117.2843,123.0375,107.4937,108.711,0.8855,1.0019,0.8241,0.6297,0.9495,1.0008,0.8731,-0.23948,-0.00952,-0.40251,0.334,-0.539,-0.1998,0.91162,-0.33693,-0.11193,-0.55832,0.36245,-0.34911,0.20362,-0.37852,0.36605,-0.16723,0.24821,-0.48563,1.99888,1.9988,1.99868,1.99852,1.99968,1.99901,9.99841,1.99902,35.99031,1.99968,1.99849,1.99882,1.9989,1.99889,1.99857,1.99869,0,1.99906,4.22727,3.98971,4.37894,3.64206,6.52551,4.17387,4.02505,4.31857,10.1146,6.54681,3.61578,4.33741,3.77862,4.36886,3.61331,4.15132,0.74914,4.47099,0.01333,0.02101,0.02489,0.02542,0.01381,0.02692,0.06493,0.01934,0.00702,0.01184,0.02328,0.01288,0.01886,0.01077,0.02207,0.01722,0.00265,0.01557,6.23948,6.00952,6.40251,5.666,8.539,6.1998,14.08838,6.33693,46.11193,8.55832,5.63755,6.34911,5.79638,6.37852,5.63395,6.16723,0.75179,6.48563,70.2536,55.2637,67.1572,33.912,182.8214,98.0853,308.1351,148.3602,110.311,261.8681,36.2403,95.1997,48.5538,104.213,39.533,79.384,27.6602,152.2142,2.59,1.09,1.09,5.293,1.7,6.095,5.137,2.837,3.284,9.031,2.234,5.445,0.382
V59,1,1.2914,-0.16216,-0.03531,-0.12685,0.09874,0.06342,0.07685,1.0918,1.0963,1.9193,2.2312,1.3839,1.4966,1.8601,108.875,115.1054,86.8961,123.4089,105.7736,119.6661,118.4065,123.2171,109.3063,117.5957,0.916,0.9079,0.8245,0.5856,0.9449,1.0088,0.8746,-0.24235,-0.02737,-0.40212,0.33429,-0.52558,-0.41228,0.87921,-0.33746,-0.09134,-0.56287,0.342,-0.06414,-0.20969,-0.06648,0.33155,-0.11598,0.23592,0.23689,1.99889,1.99881,1.99869,1.99852,1.99968,1.99919,9.99836,1.99902,35.9899,1.99968,1.99842,1.99876,1.99886,1.99879,1.99844,1.9987,0,0,4.2297,4.00837,4.37943,3.64213,6.51278,4.3906,4.05585,4.3193,10.09513,6.55159,3.63754,4.04759,4.19939,4.04936,3.64824,4.10149,0.76283,0.76139,0.01376,0.02018,0.024,0.02505,0.01312,0.02248,0.06658,0.01914,0.00631,0.0116,0.02204,0.01779,0.01145,0.01833,0.02177,0.01579,0.00125,0.00171,6.24235,6.02737,6.40212,5.66571,8.52558,6.41228,14.12079,6.33746,46.09134,8.56287,5.658,6.06414,6.20969,6.06648,5.66845,6.11598,0.76408,0.76311,71.1713,55.5445,69.2862,33.814,199.3273,118.4325,323.1608,150.0298,107.2242,269.112,41.9786,58.4635,71.4249,58.4547,43.4673,64.7274,27.75,27.9466,2.582,1.09,1.09,2.586,1.09,1.09,5.124,2.827,3.287,7.934,3.251,5.463,0.451
V60 ,1,1.5269,-0.16238,-0.03651,-0.12587,0.09945,0.06293,0.07857,1.5319,1.0993,1.9215,2.2352,1.3839,1.4964,1.8659,108.7755,114.6046,85.9415,123.6091,104.5596,119.6868,118.3625,123.3695,107.6665,118.7642,1.0002,0.8859,0.8263,0.5812,0.9447,1.0102,0.8702,-0.24051,-0.02849,-0.39628,0.33297,-0.5392,-0.19748,0.89018,-0.33775,-0.10716,-0.56281,0.34287,-0.06358,-0.20953,-0.06621,0.33165,-0.11611,-0.48946,0.24588,1.99889,1.99881,1.99869,1.99853,1.99968,1.999,9.99837,1.99901,35.98988,1.99968,1.99841,1.99876,1.99886,1.99879,1.99844,1.99869,1.99909,0,4.22782,4.00961,4.37301,3.64311,6.5256,4.17175,4.04598,4.31966,10.11065,6.55144,3.6366,4.04707,4.1992,4.04909,3.64822,4.10171,4.47494,0.75164,0.01379,0.02007,0.02458,0.02538,0.01392,0.02672,0.06547,0.01909,0.00663,0.01169,0.02212,0.01776,0.01148,0.01833,0.0217,0.0157,0.01543,0.00248,6.24051,6.02849,6.39628,5.66703,8.5392,6.19748,14.10982,6.33775,46.10716,8.56281,5.65713,6.06358,6.20953,6.06621,5.66835,6.11611,6.48946,0.75412,70.706,55.5242,67.3495,33.0814,183.1993,96.8528,311.5607,147.9087,111.3921,268.7617,41.939,58.3727,71.4209,58.4444,43.6236,64.7292,160.4362,27.4473,7.608,1.7,8.482,2.589,1.09,1.09,5.135,2.832,3.293,7.934,3.255,5.47,0.474
V61,1,1.6451,-0.15419,-0.03011,-0.12408,0.09215,0.06204,0.06844,1.5298,1.0982,1.9213,2.2366,1.3837,1.4967,1.8675,108.4866,114.3049,86.0954,123.1958,104.5245,119.7127,118.3132,123.4917,107.6241,118.7852,1.0007,0.883,0.826,0.5826,0.9448,1.01,0.8708,-0.24422,-0.03074,-0.39626,0.33554,-0.53149,-0.19697,0.89146,-0.33779,-0.10693,-0.56196,0.34299,-0.06427,-0.21041,-0.06709,0.33167,-0.1145,-0.48997,0.25121,1.99889,1.99881,1.99869,1.99854,1.99967,1.99901,9.99836,1.99902,35.9899,1.99968,1.99842,1.99876,1.99886,1.99879,1.99844,1.9987,1.99908,0,4.2315,4.01196,4.37311,3.64042,6.5177,4.17141,4.04559,4.31979,10.11041,6.55059,3.63647,4.04768,4.2001,4.04994,3.64822,4.10008,4.47437,0.74604,0.01383,0.01997,0.02446,0.0255,0.01411,0.02656,0.06459,0.01898,0.00661,0.01168,0.02212,0.01783,0.01145,0.01835,0.02167,0.01572,0.01652,0.00275,6.24422,6.03074,6.39626,5.66446,8.53149,6.19697,14.10854,6.33779,46.10693,8.56196,5.65701,6.06427,6.21041,6.06709,5.66833,6.1145,6.48997,0.74879,71.506,55.7052,67.1895,32.7528,179.8073,100.8717,313.449,148.1467,112.1882,268.3123,41.8791,58.5825,71.7377,58.7324,43.6521,64.5019,164.2631,27.1942,5.615,1.7,6.081,2.588,1.09,1.09,5.133,2.835,3.292,7.935,3.265,5.468,0.459
